Name,review_text,review_summary,helpful_score,review_rating,word_net_score_review,word_net_score_summary,review_length,sentiment
The New Encyclopedia of The Dog: Books: Bruce Fogle,"It has the potential to be a great book if the author had taken some time to actually look into each breed. The ""Canadian Eskimo Dog"" is now referred to as the Canadian Inuit Dog out of respect for the Inuit people. He has the dog's height wrong, and the weight range is much too high. This leads me to conclude that if there were that many errors on one dog breed, who's to say that it's not wrong on other breeds too? 
			I was quite disgusted and mad to see the ""designer dogs"" put as purebred dogs. Labradoodles, Bichon/Yorkies, Cockerpoos, and Bull Boxers are NOT purebred dogs. They are mixes given a fancy name and sold for staggering amounts of money. 
			The first few chapters on the history of the dog is quite fascinating though, and the pictures are nice. If you need an all-in-one book and don't mind many errors, this is a great book for you. If you're like me, go down the road of buying a better dog encyclopedia and different books on different subjects rather than this faulty all-in-one","Good, but has a few errors",85,2,-1,30.25,184,NEGATIVE
"Expert Obedience Training for Dogs, Fourth Edition: Books: Winifred Gibson Strickland,Winifred G. Strickland","Two main comments.  Firstly, the book is mistitled or I misread the meaning of the title and I would be delighted to return it.  This is a book devoted primarily on how to make your dog perform ""tricks"" with much on showmanship.  I have no interest in that but I do have an acute interest in dog obedience relative to the master's care of their puppy and mature dog.  Problems handlers encounter in ""greeting"" of your dog with other dogs and people. 

			Secondly, the book, as written, talks down to the reader and unless you have had some professional experience with dogs, you feel very unqualified to read on.  I felt intimidated by it.",Expert Obedience Training for Dogs,50,2,-5,4.25,119,NEGATIVE
Skeleton Man (Joe Leaphorn/Jim Chee Novels): Books: Tony Hillerman,"I've read only a few of Hillerman's previous Leaphorn/Chee novels. I've enjoyed what I've rtead, though they are an acquired taste, and I don't indulge in them very often. I tend to enjoy the earlier, more active years of Joe Leaphorn more interesting than his ' semi-retired unofficial advisor to Jim Chee' phase. 

			From what I gather, 'Skeleton Man' continues a recent trend of disappointment with Hillerman's last few novels. Even without having read the books immediately prior to this one, I can understand that sentiment.
			'Skeleton Man' starts off with a rather risky premise, tying the story in with the real life collision over the Grand Canyon in 1956. While an author can occasionally pull off a good story with a strong connection to 'real life'(See Nelson De Mille's 'Night Fall'), Hillerman fails here.
			The story is bogged down with bland and unlikable supporting characters, flimsy motivation, and very little that could really be called 'action'.
			Chee ends up joining Leaphorn in the background for much of the story.
			The spiritual and ritualistic aspects of Hillerman's earlier books are, for the most part, glossed over here. Even what should have been a major plot development (Chee's wedding) is overshadowed by Chee have to rescue Manuelito, in the manner of far too many contrived 'Superman rescues Lois' situations. 
			Better to stick with Hillerman's earlier novels. The 'aging athlete past his prime' analogy suits Hillerman, I'm afraid",A bone to pick with 'Skeleton Man'!,0,2,41.75,-1.25,232,NEGATIVE
Organizing Plain and Simple: A Ready Reference Guide with Hundreds of Solutions to Your Everyday Clutter Challenges: Books: Donna Smallin,"This book is 'oragnized' into sections - Getting Started, Organizing Room by Room, Organizing Finances, Organizing Time, Organizing Home Life, and Organizing Transitions.

			Who needs an entire section telling you the benefits of being organized - isn't that why I bought the book?  The author takes 'plain and simple' to new heights...for example - ""To organize your refrigerator, start by uncluttering it.""  

			I was hoping for something with more substance.  There was nothing in this book that I didn't already know.  If you're looking for something very basic as far as what to do in your home...you will like this book",For the plain and simple,37,2,18,-0.75,104,NEGATIVE
"Love Letters, Lost: Books: Babbette Hines","I like looking at old pictures and old letters, but I thought when I bought the book that I would actually be looking in the history of someone's life with pictures to go with it but that was not the case.  It is just a random bunch of pictures and a random bunch of letters put together in a book.  The pictures aren't necessarily the pictures of the people who wrote the letters, so you know nothing of the authors, no explanation of the times they lived in or the place they lived in or anything.  In other words, no story behind it whatsoever.  Just a disappointing collection",Not what I expected,72,2,18,-2,112,NEGATIVE
We Have Always Lived in the Castle: Books: Shirley Jackson,"In my usual perusal of the thrift shops for 25 cent novels, i came across this interesting find summer of 2005.

			from the very first page, the book had me hooked. merricat blackwood is a girl i could relate to on first degree. in her family, she's a bit of a misfit, and as  a consequence, finds herself and her older sister constance locked away in their large old house as the town freaks after the *mysterious* death of their entire family at dinner on night.

			everyone hates them and wants them gone. merricat braves walking to town to buy groceries for her sister with cash from the vast amount of wealth they keep hidden in the house. the towns people sneer at merricat and ask her to leave and she, head lifted, tries bravely to remain unafraid.

			it is an all together marvelous book for anyone who enjoys the cryptic events that go on behind the scenes of creepy old houses.",Spooky and Delightful,28,2,7,0.75,160,NEGATIVE
The Emperor's New Mind: Books: Roger  Penrose,"I will be brief: Penroses writing is mediocre, his drawings obfuscate more than clarify.
			The vast majority of the book is devoted to completely and utterly extraneous topics, and seems to largely be a platform for Penroses new quantum theories.
			His arguments are unclear, weak and largely dependent on philosphers like Lucas and Searle, while his idea of quantum effects is improbable and surely in the end irrelevant (cannot computers tap into quantum effects?) and his knowledge of computer science deeply, deeply suspect.
			For example, I quote here from the final sections which actually have something to do with his ostensible reason for writing the book: 
			""Neverthless, one still might imagine some kind of natural selection process being effective for producing approximately valid algorithms. Personally, I find this very hard to believe, however.""
			The entire flourishing, commercially succesful field of evolutionary computing begs to differ here, Mr. Penrose. SUch bonehead errors compells me to point out that this mathematician has no clothes",'It is obvious that heavier-than-air flight is impossible.',38,1,-7.224,1.25,158,NEGATIVE
The Terminal Man: Books: Michael Crichton,"Perhaps this book appeared to be a futuristic medical thriller when it first came out, but now it seems like a bad 1950s horror movie.  The story involves brain surgery gone bad, with a mix of artificial intelligence and mind control.  The end of the story was very predictable and played out exactly as I suspected from the very beginning of the book.",dreadful,25,2,-39.25,-4,65,NEGATIVE
"Late Great Planet Earth, The: Books: Mr. Hal Lindsey,Carole C. Carlson,Hal Lindsey","Many reviewers on this site read TLGPE in the 70's, when we were young and impressionable. (I happened to be 13 when I read it.) If one could be sued for intellectual forgery, Lindsey would certainly be found at fault.

			Most of us, thankfully, have gotten past our fears that plagued our teenage years. After all, when we read TLGPE, we were young. We were searching and seeking. We didn't have all of the facts. There were wolves who knew this, and they preyed upon us. Many people who were older, yet still intellectually undeveloped, read this book and were moved to 'believing'.

			For most of us, our minds matured. We began to see the vast chinks in Lindsey's pompous Christian armor. We began to realize that fear is a weapon brandished by madmen, by people who use a subtle, gentle cloth of manipulation to control others.

			This is beyond dangerous. It is beyond extreme, as most of us have now found out.

			I love a good horror novel. I love a good 'true crime' thriller. But the fact that people read Lindsey's books and take them at face value is, perhaps, one of the scariest notions I have ever imagined.

			That, dear reader, is beyond horrific . . . and far more terrifying than anything you'll find in the bible or any of Lindeys 'books'. The only thing scarier is that Mr. Lindsey is still receiving royalties from an outdated, silly, contradictory and completely barbaric book penned over thirty years ago. Please don't be the next sucker. Please don't add this one to your cart.",P L E A S E . . . buy something else,42,1,74,3.5,261,NEGATIVE
The Language of Threads: Books: Gail Tsukiyama,This was a less than stellar sequal to The Women of the Silk but it did finish the story of Pei to some extent.  I found the historical aspect of the novel the most interesting and the story of the women the least believabl,The Language of Threads: A Novel,50,2,1.75,1.25,45,NEGATIVE
Thorndike Core - Large Print - Red Lily (Thorndike Core - Large Print): Books: Nora Roberts,"The story was slow, predictable and boring. I am still amazed I hung in there and finished reading it.  It's a dud in my opinion",Red Lily,50,2,-11.5,-2,26,NEGATIVE
The Greatest Story Ever Sold: The Decline and Fall of Truth from 9/11 to Katrina: Books: Frank Rich,"The title grabbed me because I have been noticing for, oh about 14 years now, the decline of the truth in this country.  Unfortunately, this book is written precisely by the kind of person who has lost touch with reality and what truth is (definition of irony I believe).

			The reason it is #1 on the bestseller list is because there is a ready audience out there, of similarly detached people, who want anything (and I mean anything - a website with a good conspiracy story and a glass of warm milk before bed everynight is their ideal) that backs up their point of view.  

			It is precisely why the truth is so out of fashion.  New media streams like the internet, blogs, etc. offer up ""news"" without accountability.  They allow this segment of society to avoid confronting the truth and instead construct their own alternative realities.  It makes people like Frank Rich, rich, with very little effort.  Why bother checking facts, his core readership doesn't care whether it is true or not, just tell them Bush is evil",Same Old Same Old,22,1,66,2.5,184,NEGATIVE
Intellectual Morons: How Ideology Makes Smart People Fall for Stupid Ideas: Books: Daniel J. Flynn,"Who better to write a book about morons than Flynn?  An abyssmally miserable book with so little substance I was surprised it didn't float out of my hands.  It's a great resource for those looking for a plethora of examples of pitifully poor logic; Two wrongs don't make a right, non-sequiturs galore, red herrings - they're all there.

			It seems apparent the goal was to scoop up the easy money from the thin thinkers in our world.  It certainly wasn't to write a scholarly treatise where the reader came away enlightened in the slightest way.

			I guess I have fallen into the category of ""moron"" by spending money on it and worse yet, reading it to completion.  I'm embarrassed.  Flynn should be too","A new ""Worst"" book in my libray",33,1,9.474,-6.75,126,NEGATIVE
1001 Motivational Quotes for Success: Great Quotes from Great Minds: Books: Thomas J. Vilord,"I wanted to like this book.  It's a great size for carrying around to dip into.  However, I'd say about a third, or maybe more, I haven't counted, are anonymous. Here's an example: ""Life is filled with possibilities"" p31.  Now I don't know about you, but I'd hardly class that as great stuff from great minds. Then I read ""Decide what is worthwhile and follow through with it"" and I'm beginning to yawn. When I came to ""Above all, life should be fun"" and ""Always keep a window open in your mind for new ideas"" and I'm just about ready to throw the book into the garbage.  Also, the format of the book is terrible.  Someone decided to put every quote into a little frame, so you get four quotes on a page.  

			Still, for the price, it's not that bad.  No, on second thoughts it's pretty dire.  There's just too many pathetic jingles in here for me, which only motivate me to demand a refund!  If I were you, I'd save my money and put it towards something else - ""The Book of Positive Quotations"" has 7000 quotes and I wouldn't be without my copy",Not all great quotes...,100,2,-1.918,4,205,NEGATIVE
The Kite Runner: Books: Khaled Hosseini,"The Kite Runner gets off to such a good start, with its blend of history, observations about daily life in Kaboul, and a compelling story of two boys growing up together. The second half goes badly astray, as the novel becomes more and more manipulative and sentimental. By the end of the book, the author is willing to put his characters through all sorts of hell just so he can follow up with a teary reconciliation. I wish an editor had convinced him to tighten it up, stay focused, and resist the urge to tug at the heartstrings with such a heavy hand","The first hundred pages really work, but then...",50,2,22.25,6.75,103,NEGATIVE
The Client: Books: John Grisham,"I remember reading ""The Chamber"" distinctly. Somehow, this book doesnt even near that standard. The story line is vague with unnecessary twists and turns. The characters have been strongly depicted but none of them turns out to be standing out",Doesnt look like Grisham at his best,0,2,-12.25,11.5,40,NEGATIVE
"The Next Big Thing Is Really Small: How Nanotechnology Will Change the Future of Your Business: Books: Jack Uldrich,Deb Newberry","...Uldrich makes big bucks on the public speaking circuit discussing nanotechnology...I suspect this book was published for no other reason than to provide some ""credentials"" to support the speaking engagements...his most recent books published since this one have been one about George Marshall and another about Lewis and Clark -- real cutting edge technology there!...nope, don't buy it",Skip it...content of zero value...,0,1,10.5,-0.5,58,NEGATIVE
"The Bancroft Strategy: Books: Robert Ludlum,Scott Sowers",The ghost writer was probably afraid to put his own name on the book.  It was totally predictable without any of the depth found in real Ludlum books,A poor imitation.,0,2,-0.75,-6.25,29,NEGATIVE
Nature Girl (Random House Large Print): Books: Carl Hiaasen,"I have been a devoted Hiaasen fan from the beginning and awaited all his novels which are few and far between with much excited anticipation.  Although his writing remains flawless and some of his lines are hysterical, the story is just so silly I found it hard to keep my attention focused.  I compare reading this book with watching a sponge bob cartoon which I do with my children on occasion.  Sorry, I just couldn't finish it","Silly,Silly,Silly",0,2,1.75,-11.25,80,NEGATIVE
Made in Japan: Akio Morita and Sony: Books: Akio Morita,"I wavered awhile between three stars and two stars, because a company and entrepreneur as brilliant as Sony and Akio Morita seem to deserve at least three. However, in the end, the book's errors just piled too high. It opens well, with the story of Sony's founding and rise from leaking offices in a half-wrecked department store just after World War II, to becoming one of the world's great companies. This is a fascinating and inspiring story, and Morita tells it with flair.

			Then, unfortunately, the downward spiral begins. Morita consistently takes his experience at Sony and assumes that every other Japanese company operates the same way, which is a fantastically wrong assertion (as the last thirteen years of Japan's seemingly endless recession have shown). He also frequently takes good basic management techniques, like trusting employees and giving them creative leeway, and tries to brand them as somehow uniquely ""Japanese"".

			Then there are all the claims which are simply out-and-out false, such as Japan supposedly having the world's best construction technology. (It actually has perhaps the worst in the industrial world, as the Kobe earthquake unfortunately demonstrated.)  Or how Japan is supposedly a nation fanatically devoted to not wasting anything. (Yet it only recently discovered the concept of ""second-hand goods"", instead of throwing nearly-new furniture and clothing away. Plus, Japanese garbage trucks groan under the weight of the world's worst overpackaging.)

			Reading between the lines, a person can see the roots of so many of the problems that Japan faces today. For example, Morita spends a good deal of words attacking the excess of lawyers in the United States. While this can, of course, sometimes be a serious problem, it also gives U.S. consumers a way to protect themselves. Japan's consumers, on the other hand, without an accessible court system, are almost completely at the mercy of bureaucrats and executives. Complaints about dangerous products or chemicals in drinking water are simply ignored, because they lack any threat of legal action. In another example, Morita praises the ""trust"" and agreements without contracts that exist among Japanese corporations. In reality, this ""trust"" is a death pact, as bankrupt inefficient companies are propped up by their buddies, instead of letting them fall and create openings for fresh and innovative entrepreneurs.

			Other than the glimpses into Sony's history and corporate culture, this book is only interesting as a museum piece - yet another in the flood of ""Japan is going to take over"" books that came out in the Eighties. Although, of course, considering all the ""Internet companies are going to take over"" books that came out in the Nineties, not even this is a uniquely ""Japanese"" phenomenon. 

			PS: Anyone wanting a healthy reality check about the current state of Japan should read ""Dogs and Demons"" by Alex Kerr.",Great company and leader - Outdated and dubious book,40,2,80.418,1.25,462,NEGATIVE
"Islam Unveiled: Disturbing Questions About the World's Fastest Growing Faith: Books: Robert Spencer,David Pryce-Jones","[Joshua 6:23,21]Joshua said to the people of Israel, ""The Lord has given you the city of the all silver, and gold, and vessels of brass and iron, are consecrated unto the Lord: They shall come into the treasury of the Lord.
			The people utterly DESTROYED ALL THAT WAS IN THE CITY, BOTH MAN AND WOMAN,YOUNG AND OLD, AND OX AND SHEEP, AND ASS, WITH THE EDGE OF THE SWORD. 

			Deuteronomy 17:3-5 ""And he should go and worship other gods and bow down to them or to the sun or the moon or all the army of the heavens, .....and you must stone such one with stones and such one must die."" 

			Romans 1:20-32 ....32. ""Although they know God's righteous decree that those who do such things deserve death, they not only continue to do these very things but also approve of those who practice them."" 

			Numbers 31: And the Lord said unto Moses, ""Avenge the children of the Mid'-an'ites.. They warred against the Mid'-i-an'ites, as the Lord commanded Moses, and they slay all the males. And they took all women as captives, and their little ones, and took the spoil of all their cattle, and all their flocks, and all their goods. And they burnt all their cities wherein they dwelt, and all their goodly castles, with fire. Moses said, ""HAVE YOU SAVED ALL THE WOMEN ALIVE? NOW KILL EVERY MALE AMONG THE LITTLE ONES, AND KILL EVERY WOMAN that has known a man by lying with him, but all the young girls who have not known a man by lying with him keep alive for yourselves."" 

			[Quran-60:8-9] GOD does not enjoin you from befriending those who do not fight you because of religion, and do not evict you from your homes. You may befriend them and be equitable towards them. GOD loves the equitable. GOD enjoins you only from befriending those who fight you because of religion, evict you from your homes, and band together with others to banish you. You shall not befriend them. Those who befriend them are the transgressors.",Bible Comparison,16,1,13,-0.25,342,NEGATIVE
"Harry Potter and the Goblet of Fire (Book 4): Books: J. K. Rowling,Mary GrandPr�","I was more upset with this book than anyother. I've loved every book in the series , but this one was more dissapointing.
			I pictured EVERYTHING the sasme as in the movie though... thatrs just telling you how welll it's written and described. But, it was more about the Triwizard tournament the whole entire time. Still, i am addicted to the series . Either way you should read the story just to understand whats going on. I just wish it would have been more exciting and less predictable",One point story. . .,0,2,14.5,4,87,NEGATIVE
The Good Society: The Humane Agenda: Books: John Kenneth Galbraith,"Galbraith's insight on society unfortunately gets lost in a maze of double negatives and confusing sentence structure.  His ideas are sound, though he has a very off-putting pompous delivery.  In fact, his verbosity and poor structure is so bad, that it turns what should be a slim read into a fairly mind-numbing experience.  The book really needs to go back to an editor",Interesting ideas poorly communicated,15,2,-24.5,-2,66,NEGATIVE
The Good Society: The Humane Agenda: Books: John Kenneth Galbraith,"Mr. Galbraith is smart, accomplished, and learned man who knows what is best for all us.  His view of a good society differs from past visions of societal utopia.  Rather than a completely coercive state directing the  actions of its citizens to some hirer calling, Mr. Galbraith aims to be  `practical' and just further defines the third way.  Nonetheless, his  proposal of what makes a good society is not the classical liberal view and  it is more attuned to the European model of society.  Many of his proposals  are so silly you won't take them seriously.  But sadly, he is quite  serious.  For example, Mr. Galbraith states that in a good society everyone  should have a rewarding life.  Of course, he never defines the standard by  which society should judge whether or not a life is rewarding.  Neither  does he address what one should do if their life is un-rewarding and what  the obligation is of society to fulfill that vision of a rewarding life.   And, of course, who is the `rewarding life judge' and does this judge have  the authority of the state to take something from someone (who has a life  that is deemed too rewarding) for someone who has life that is too  un-rewarding.  Mr. Galbraith fails to convince the reader of the  practicality of his proposals and ends up straddling a line between  socialism and capitalism, and saying nothing new",A book that will make you laugh and frighten you,25,2,112.5,7.5,260,NEGATIVE
"Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1): Books: Tim F. LaHaye,Jerry B. Jenkins","Even the avid ""trekie"" reader of the Star Trek science fiction novels, movies and television series must suspend disbelief, when he finds Captain Kirk saying ""Beam me up, Scotty.""  But the biblical literalist reading this book need make no such effort, when he reads in this book that Jesus will effectively beam millions of true Christians up to heaven in the world-wide ""Rapture.""  Though the characters and their roles are fictitious, the book specifically references the relevant biblical passages for the believer. 

			The story line opens with the chaotic moment of discovery after the historic mass Rapture event, and the remainder is a moral melodrama concluding with emotional born-again conversions. 

			In the September/October 2006 issue of Foreign Affairs Walt Mead writes that fundamentalists are not hospitable to the idea of gradual progress toward a secular utopia driven by technological advances and the cooperation of intelligent people of all religious traditions.  

			Instead fundamentalists separate themselves from the world and have a premillennial pessimism about prospects for social reform.  Billy Graham's biography by Strober notes that they criticized Graham's ""new evangelism"" for its inclusiveness and for its involvement in addressing social problems. Yet their separatism does not preclude proselytizing as portrayed in these novels by the ""Tribulation Force"" or as exemplified by Jerry Falwell's Moral Majority.

			They are also committed to an apocalyptic vision of the end of the world and are hostile to international institutions such as the United Nations. Mead notes that it is no coincidence that the Left Behind novels show the Antichrist rising to power as the secretary-general of the United Nations.

			The U.S. Statistical Abstract reports that the per capita numbers of fundamentalists are growing exponentially, while evangelicals and liberals - e.g. Southern Baptists, Lutherans, Presbyterians, Methodists - and Catholics are continuing their per capita declines.  Such data and the reported popularity of these Left Behind novels indicate fundamentalism's growing appeal in reaction to contemporary American society.

			I see the readers who seriously respond to this book as the ""left behind"" in the backwash of the tidal flows of cultural change in modern American society, and as conservative Christians who believe it is better to stay behind.  And in not just a few respects, they may be wise to do so.

			Thomas J. Hickey",Christian fundamentalism dramatized,60,2,33.75,0.75,379,NEGATIVE
Harry Potter Paperback Box Set (Books 1-6): Books: J. K. Rowling,"My problem was that these books were missing chunks of pages!  We didn't notice it until book 4 of 6, but 80+ pages were gone!  Now, Amazon was great about replacing the set adn paying for me to return the messed-up set.  This is just a warning to check your boxed set when it gets in for missing chunks of pages!

			Of course, the Harry Potter series is great, adn we love having them in paperback",Check all books carefully,100,2,19.5,3,78,NEGATIVE
E Writing: 21st Century Tools for Effective Communication: Books: Dianna Booher,"While the author rehashes some basic business writing theory, she consistently fails to follow her own rules:
			- The text is full of fluff
			- The style is flippant instead of useful
			- The lecture style puts you to sleep

			There are much better books on the subject. A textbook approach is necessary for this subject. Not this dopey-run-on-crap.","Hard to read, misses the mark",100,1,15.832,-7,55,NEGATIVE
"The Mother of All Pregnancy Books: The Ultimate Guide to Conception, Birth, and Everything In Between (U.S. Edition): Books: Ann Douglas","If you walk into B&N and flip through (not even buy!) the other ""well known/recommended"" pregnancy books you'll get much more information than what Douglas offers. 

			If you're lazy/want a quick read, this book is for you.
			If you're looking for a comprehensive tell-all (which the title and reviews lead you to believe), this is *not* the book for you.

			This was a total waste of money! If I had know it was this bad I would have just used my money to buy diapers instead.",Don't waste your money...,20,1,7.668,-0.75,84,NEGATIVE
"Angels Fall: Books: Nora Roberts,Joyce Bean","Hmm, quite a disappointment, especially after splurging on the hardcover edition.  Set as a kind of ""Rockies Rear Window,"" this is one slow story.  Endless pages of crazy-making when I'd already guessed the outcome about halfway through.  Finally skipped ahead to finish the book.  I had really looked forward to Angels Fall, too :(  If you are a Roberts fan, don't spend the money on the hardcover, wait for the paperback, go to the library, or borrow from a friend.  Not worth the price.",This Angel Fell Flat,100,1,9,-6,90,NEGATIVE
Constantine: Books: John Shirley,"There were several good scenes, but they didn't make up for the rest of the book.  Not worth reading.",Abolutely boring,0,1,38.75,-0.5,20,NEGATIVE
Blessings: Books: Anna Quindlen,"This book was easy enough to read, it just wasn't what I expected from Quindlen.  I usually find her writing style and her way of thinking about things so captivating, in this book I really did not find either of those traits to stand out.  The back-and-forth from current day to the past was somewhat confusing, and sometimes I was in the middle of a paragraph before I realized this paragraph was a jump to the past, whereas the previous paragraph was present time.  Although I got used to that writing style, I always found it annoying.  The storyline itself never sold me either: a typical, young ""sew-your-wild-oats"" boy finds a baby and decides to keep it and is the ""perfect"" father. I just did not find such an occurrence likely.  And, as a mother myself, all the times he either left the newborn alone or took it with him while he labored on the land just made me squirm. Anyway the whole story seemed far-fetched and disjointed to me, and a disappointment especially since I have been a Quindlen fan for many, many years",Not one of Quindlen's best,0,2,24,5.75,190,NEGATIVE
"At Twelve: Portraits of Young Women: Books: Sally Mann,Ann Beattie","just awful

			save your money, this book is not worth it. The pictures are dull and lifeless, boring composition. Mann hasn't captured anything here but a bunch of worthless photos. Any 10th rate amateur photographer could have done better.",just awful,9,1,7.75,3.25,38,NEGATIVE
Collected Fictions: Books: Jorge Luis Borges,"I was recommended Borges' works by one of his innumerable over-educated sycophants and I will never forget the tremendous time I wasted attempting to grasp the supposed value of his life's work (when I should have been writing my dissertation). Each time I read one of his pedantic, mediocre peices of short fiction, I was convinced by these elite book review troglodytes that I would like other examples of his work if I continued reading since &quot;all of his stories are so unique.&quot; I found the exact opposite to be true. One story after another about mazes, mirrors, mystical mathematical formulas and books, books, books. The ideas were transperant, the language boring in the extreme. His poetry is trite. Who needs this? Borges reads like a petulant graduate student at University of Chicago who failed repeatedly to get his/her short fiction published in _The Atlantic Monthly_. Particularly among academics, literary elites and like people, many seem to cite Borges and worship his genius more than read him--and certaintly _no one_ reads him critically. I read most of his work, and I can tell you, outside of a few interesting turns of phrase, you'd be better off reading a Yale dissertation on the semiotics of self-superiority. People incessantly talk about how imaginative Borges is. The vast majority of popular SF and fantasy writers are more imaginative. Even many of the despicable magical realist &quot;geniuses&quot; make Borges look rather plain. Borges merely litters his works with elite literary references and a kind of faculty cocktail party wit to make it more palatable to the kind of people who never step foot out of Manhattan or Cambridge. If you're this kind of pompous fellow, you'll want to sleep every night with a portrait of Luis by your side and a series of mirrors, as it were, slowly attempting to seek some kind of trans-substantiation with this benighted old librarian. If you're the kind of person who prefers reading about interesting characters, enjoying nuanced use of language, and grasping subtle, daring ideas that transcend purile academic banter, run far, far away from Jorge Luis Borges. Even top authors from all over the world and every historical period get bad reviews. The adulation of Borges merely underlines the fact that this is more about a cult of personality among (those who think themselves) intellectual elites than a serious attempt to evaluate his fiction. I think his fiction is better considered a kind of academic experiment, relegated to quirky local fiction publications and coffee house poetry slams, and not an example of literary genius. In that sense, 30min spent on one of his short stories gets you the drift of his entire body of work, and that's about as much attention as he deserves",And yet more elitist filth in print,14,2,65.526,-4.25,458,NEGATIVE
Year of Wonders: Books: Geraldine Brooks,"I read exactly half the book and stopped.  Based on all the criticisms of the unlikely ending, that was a good decision.  As it is there went hours of my life I won't get back!  The book is silly and laughable.  The premise sounded great - but the book is bad.  Really bad",Don't waste your money,15,1,-2.25,-0.75,58,NEGATIVE
Play Poker Like the Pros: Books: Phil Hellmuth,"I have read a bunch of poker books and play regularly.  There are a lot of good books out there, Dan Harrington's the very best, but this isnt one of them.  Too much ego here and not enough helpful information",Nothing New Here,100,2,36.5,0.5,42,NEGATIVE
"The Rescue: Books: Nicholas Sparks,Mary Beth Hurt,John Bedford Lloyd","I use ""The Notebook"" and ""A Walk to Remember"" as optional films in my upper division sociology courses. After hearing many positive student responses, I was curious about Sparks as an author--one of the few males writing commercially successful romance novels.  After a slow start with ""True Believer,"" I was more satisfied with ""The Rescue.""  Taylor's friendship with Mitch and his emotional growth add dimension to an otherwise standard tale of boy meets girl, etc., etc.,",Not Bad,0,2,23.5,-21.5,78,NEGATIVE
Godless: The Church of Liberalism (Random House Large Print): Books: Ann Coulter,"Ann Coulter is unbelievable in her unrelenting hatred of anyone not in aggreement with her warped sense of reality.  To her there is no middle ground.    I am an educated, well travelled adult who while born in the United States, spent a good portion of my childhood living overseas and consider myself to be fairly open minded.  To be called a communist, a traitor, and an enemy of America just because I don't buy into the ultra conservative mind think is an insult to the freedom that this country was founded on.

			I have never in my life considered buring or destroying a book because of it's evil, until I read this one.

			Be afraid, be very afraid of these people",Neocon babble,50,1,42.668,-1.5,124,NEGATIVE
Broker: Books: John Grisham,"The is by far the weakest Grisham novel I've ever read.  The first two hundred pages creep along at a glacial pace as the protagonist (Joel Backman; more about him later) wanders Italy for nearly 200 pages, learning to speak the language and spending way too much time sipping espresso in quaint trattorias with Italian carictatures that would make Chico Marx cringe.  When Grisham finally rachets up the action and suspense, it's all for naught, as the story eventually limps and staggers to a completely listless and anticlimactic ending.

			As for Joel Backman, I can't think of a more unlikeable and unsympathetic protagonist in recent memory.  A disgraced lawyer, lobbyist and traitor that plowed through life in a meaningless quest for wealth and power, all the while causing numerous deaths, and alienating numerous wives and children is supposed to be someone we care about?  Does this character redeem himself in any meaningful fashion?  You read the book and decide..",200 Pages of Total Immersion Italian,75,1,16,0,163,NEGATIVE
True Believer: Books: Nicholas Sparks,Not a bad beach read but nothing in this story is unexpected. I didn't really connect with the main characters. I was interested by the description in the supernatural aspects (the lights) it seemed like a mystery/love story that may have been unique but instead was a way too predictable love story.,Too Predictable,33,2,-1.75,-0.25,52,NEGATIVE
Skipping Christmas: Books: John Grisham,"If the Kranks really did what they set out to do and skip Christmas, that would have been a good story.  The end.  
			Instead, they end up having to scramble to try & make Christmas ""happen"" for their daughter unexpectedly coming home.  In other words - a typical stressful material holiday, instead of a celebration of friends, family, or even, gasp! Christ's birth.  I agree - if you don't want to celebrate Christ's birth, if you don't want presents and holiday decorations and family time - skip it.  Why torture yourself?  

			It would have been a good story if they did this.  Instead, the plot deteriorated into a very stupid, ridiculous and unrealistic dash to the finish line of ""making Christmas happen.""  

			A completely unsatisfying and unfunny read.  Threw it away so others wouldn't have the displeasure of reading it",Not funny.  Waste of time.  Distasteful.  Boring.  Awful.,50,1,58.75,-7,149,NEGATIVE
Liar's Poker: Rising Through the Wreckage of Wall Street: Books: Michael Lewis,"...you can waste your time and save your money by checking this out of your local library.

			If you want to get an ""inside view"" of the inner workings of Wall Street during the excessive gyrations of the '80s, then read Den of Theives - that book is well written and well worth the money!

			What turned me off about this book was the structure and the writing style.  The first half of the book was essentially the author relating fortuitous circumstances that were the product of Serendipity.  He was simply in the right place at the right time, had virutally no idea how he got there, felt out of place the whole time (even when he was raking in the Big Bucks in NY and London), and so now he thought he'd wwrite a book about it.  I also got the sense that he was trying to assuage some guilt from his association at Salomon Brothers.  He was there, he made a lot of money, good for him - get over it!

			I was also pretty disappointed because the subject matter has A LOT more potential.  I might have actually enjoyed it - had I not read Den of Theives 7 years earlier, and already had some idea of how things took place.  But, if you can get it for $5 or less (including shipping), and you have little to no knowledge of what an investment banker's life is like (and you haven't also seen the movie Wall Street (which covers the same highlights in this book)), then it's probably worth it.

			I did like the wrap up he did towards the end of the book, relating where he had heard everyone from the firm ended up...althought that seemed a little rushed..",Don't waste your money...,0,2,83.586,-0.75,295,NEGATIVE
"The World Is Flat: A Brief History of the Twenty-first Century: Books: Thomas L. Friedman,Oliver Wyman","it is juust a copy of the frist book. if you read the frist the world is flat, then don't waste your time.
			jo",the world is flat,28,1,-2.25,-5.75,23,NEGATIVE
